0,2.094374
1,1.880894
2,1.750286
3,1.512540
4,1.219748
5,0.876074
6,0.725611
7,0.480174
8,0.416469
9,0.352478
10,0.466516
11,0.326220
12,0.428738
13,0.262988
14,0.247442
15,0.245709
16,0.180598
17,0.292067
18,0.172947
19,0.118308
20,0.155611
21,0.145899
22,0.242835
23,0.136652
24,0.102246
25,0.113761
26,0.106910
27,0.245726
28,0.192440
29,0.065689
30,0.099349
31,0.092938
32,0.093657
33,0.050758
34,0.012104
35,0.068860
36,0.048045
37,0.162619
38,0.049755
39,0.026483
40,0.069290
41,0.079885
42,0.055113
43,0.022709
44,0.020212
45,0.037335
46,0.071409
47,0.047244
48,0.070624
49,0.019714
50,0.019146
51,0.075762
52,0.020683
53,0.037431
54,0.029691
55,0.023934
56,0.017258
57,0.036444
58,0.023048
59,0.004768
60,0.017605
61,0.009304
62,0.004179
63,0.004029
64,0.007181
65,0.036707
66,0.000353
67,0.005833
68,0.001447
69,0.001451
70,0.000630
71,0.000786
72,0.002186
73,0.000696
74,0.000329
75,0.000442
76,0.000259
77,0.000745
78,0.000356
79,0.000411
80,0.000246
81,0.000194
82,0.000501
83,0.000250
84,0.000201
85,0.000171
86,0.000202
87,0.000461
88,0.000221
89,0.000174
90,0.000140
91,0.000129
92,0.000347
93,0.000171
94,0.000132
95,0.000125
96,0.000119
97,0.000320
98,0.000151
99,0.000118
100,0.000110
101,0.000109
102,0.000286
103,0.000132
104,0.000103
105,0.000099
106,0.000096
107,0.000257
108,0.000118
109,0.000093
110,0.000092
111,0.000091
112,0.000239
113,0.000109
114,0.000085
115,0.000085
116,0.000085
117,0.000222
118,0.000099
119,0.000078
120,0.000079
121,0.000078
122,0.000206
123,0.000091
124,0.000073
