0,1.940002
1,1.028515
2,0.772884
3,0.660802
4,0.838173
5,0.672068
6,0.707594
7,0.575940
8,0.633270
9,0.552656
10,0.600073
11,0.370591
12,0.450847
13,0.302589
14,0.464177
15,0.586695
16,0.283516
17,0.157936
18,0.146541
19,0.133831
20,0.315809
21,0.345943
22,0.391816
23,0.352377
24,0.368289
25,0.463180
26,0.478618
27,0.242330
28,0.294987
29,0.263095
30,0.217965
31,0.441046
32,0.189498
33,0.089702
34,0.085924
35,0.105008
36,0.204404
37,0.324078
38,0.227428
39,0.277608
40,0.271621
41,0.343500
42,0.443728
43,0.161668
44,0.289788
45,0.225522
46,0.137274
47,0.267557
48,0.110877
49,0.099920
50,0.085669
51,0.101783
52,0.190954
53,0.251375
54,0.140693
55,0.125914
56,0.199707
57,0.315897
58,0.220697
59,0.085894
60,0.157044
61,0.174274
62,0.121236
63,0.254730
64,0.097778
65,0.034925
66,0.050094
67,0.026388
68,0.098108
69,0.195368
70,0.113559
71,0.137102
72,0.145873
73,0.280276
74,0.164102
75,0.100900
76,0.193278
77,0.147338
78,0.127433
79,0.149790
80,0.055678
81,0.033055
82,0.048107
83,0.041779
84,0.106679
85,0.140010
86,0.081876
87,0.129620
88,0.155115
89,0.181242
90,0.121366
91,0.088970
92,0.158978
93,0.109511
94,0.081202
95,0.103447
96,0.048496
97,0.058798
98,0.036627
99,0.015726
100,0.037430
101,0.157334
102,0.052190
103,0.069205
104,0.031807
105,0.149539
106,0.094015
107,0.035233
108,0.109535
109,0.064773
110,0.081020
111,0.071781
112,0.027961
113,0.030910
114,0.007607
115,0.015319
116,0.038703
117,0.089852
118,0.021855
119,0.099870
120,0.052098
121,0.148244
122,0.060835
123,0.034579
124,0.104657
125,0.043169
126,0.048458
127,0.044943
128,0.023183
129,0.028607
130,0.017742
131,0.025282
132,0.019301
133,0.062485
134,0.055088
135,0.033630
136,0.109517
137,0.109777
138,0.039637
139,0.048982
140,0.050006
141,0.020275
142,0.057590
143,0.020407
144,0.007924
145,0.013554
146,0.010157
147,0.007513
148,0.007727
149,0.034350
150,0.031895
151,0.024256
152,0.024829
153,0.112341
154,0.011195
155,0.024247
156,0.020566
157,0.005446
158,0.014628
159,0.009143
160,0.001224
161,0.005814
162,0.001626
163,0.008110
164,0.010152
165,0.049578
166,0.019122
167,0.011082
168,0.021157
169,0.031295
170,0.013547
171,0.007773
172,0.023875
173,0.007185
174,0.009814
175,0.016633
176,0.002654
177,0.001793
178,0.001388
179,0.001180
180,0.008400
181,0.062509
182,0.008539
183,0.031590
184,0.004869
185,0.073174
186,0.013556
187,0.027977
188,0.007651
189,0.002155
190,0.020845
191,0.005425
192,0.000822
193,0.001178
194,0.002938
195,0.001993
196,0.002470
197,0.003955
198,0.000728
199,0.003447
200,0.005105
201,0.007736
202,0.000524
203,0.007459
204,0.009432
205,0.000523
206,0.000463
207,0.003676
208,0.000373
209,0.000276
210,0.006696
211,0.000626
212,0.000438
213,0.002981
214,0.002482
215,0.021622
216,0.004526
217,0.027703
218,0.001793
219,0.013308
220,0.022929
221,0.008469
222,0.001598
223,0.003307
224,0.009523
225,0.000428
226,0.000372
227,0.000267
228,0.000585
229,0.001080
230,0.002601
231,0.001669
232,0.009857
233,0.001467
234,0.005363
235,0.003631
236,0.006834
237,0.003151
238,0.000397
239,0.006031
240,0.000406
241,0.003286
242,0.000365
243,0.000153
244,0.000551
245,0.004892
246,0.002479
247,0.002218
248,0.000911
249,0.001202
250,0.000575
251,0.000123
252,0.002728
253,0.000912
254,0.000228
255,0.001036
256,0.000014
257,0.000874
258,0.000449
259,0.000171
260,0.000285
261,0.000165
262,0.000413
263,0.000206
264,0.000353
265,0.002731
266,0.001049
267,0.000033
268,0.000234
269,0.000240
270,0.000115
271,0.000535
272,0.000064
273,0.000243
274,0.000081
275,0.000021
276,0.000234
277,0.000053
278,0.000340
279,0.000288
280,0.000339
281,0.000594
282,0.000157
283,0.000013
284,0.000149
285,0.000099
286,0.000082
287,0.000123
288,0.000005
289,0.000128
290,0.000057
291,0.000018
292,0.000650
293,0.000023
294,0.000083
295,0.000054
296,0.000073
297,0.000146
298,0.000077
299,0.000005
300,0.000073
301,0.000049
302,0.000103
303,0.000071
304,0.000004
305,0.000092
306,0.000039
307,0.000005
308,0.000012
309,0.000011
310,0.000051
311,0.000033
312,0.000050
313,0.000069
314,0.000056
315,0.000003
316,0.000054
317,0.000031
318,0.000042
319,0.000047
320,0.000003
321,0.000068
322,0.000031
323,0.000004
324,0.000009
325,0.000008
326,0.000033
327,0.000025
328,0.000039
329,0.000050
330,0.000038
331,0.000002
332,0.000040
333,0.000020
334,0.000026
335,0.000033
