0,2.472084
1,3.429922
2,2.327078
3,2.518199
4,2.413452
5,2.357298
6,2.390613
7,2.506085
8,2.395603
9,2.346849
10,2.328258
11,2.281301
12,2.434108
13,2.197460
14,2.391470
15,2.571172
16,2.306854
17,2.297955
18,2.403239
19,2.287323
20,2.213017
21,2.217789
22,2.159712
23,2.084734
24,2.036409
25,1.933129
26,2.069331
27,1.838522
28,1.877940
29,1.600424
30,1.464672
31,1.403282
32,1.334536
33,1.269585
34,1.449973
35,1.124517
36,0.969351
37,1.190727
38,1.076552
39,0.850762
40,0.546523
41,0.607447
42,0.447577
43,0.396257
44,0.618375
45,0.360325
46,0.427915
47,0.390441
48,0.629736
49,0.447426
50,0.591773
51,0.289589
52,0.274438
53,0.258726
54,0.481742
55,0.199102
56,0.340393
57,0.284166
58,0.331415
59,0.224917
60,0.392707
61,0.202345
62,0.278019
63,0.135818
64,0.344418
65,0.257511
66,0.362649
67,0.158162
68,0.257614
69,0.243752
70,0.274751
71,0.142019
72,0.125654
73,0.059926
74,0.134749
75,0.135703
76,0.130392
77,0.118796
78,0.047359
79,0.051154
80,0.140471
81,0.090925
82,0.148828
83,0.019702
84,0.106986
85,0.069113
86,0.102681
87,0.062767
88,0.023604
89,0.031974
90,0.108570
91,0.065400
92,0.125968
93,0.012548
94,0.059450
95,0.061481
96,0.084409
97,0.035702
98,0.012197
99,0.016044
100,0.093728
101,0.055104
102,0.130852
103,0.009420
104,0.035804
105,0.054102
106,0.064655
107,0.033788
108,0.009515
109,0.020687
110,0.065007
111,0.045246
112,0.130646
113,0.012153
114,0.023042
115,0.026344
116,0.049271
117,0.038528
118,0.116843
119,0.015659
120,0.078767
121,0.073103
122,0.077841
123,0.021992
124,0.035665
125,0.055691
126,0.023042
127,0.063066
128,0.044314
129,0.049457
130,0.025166
131,0.034735
132,0.098487
133,0.022795
134,0.081999
135,0.027403
136,0.027582
137,0.012448
138,0.004778
139,0.004307
140,0.035173
141,0.009457
142,0.008832
143,0.009298
144,0.016204
145,0.017459
146,0.009362
147,0.003848
148,0.002235
149,0.002270
150,0.008499
151,0.003537
152,0.006314
153,0.003230
154,0.011379
155,0.015373
156,0.003703
157,0.003239
158,0.001252
159,0.001516
160,0.004568
161,0.002289
162,0.004050
163,0.002014
164,0.005545
165,0.010936
166,0.001434
167,0.003128
168,0.000955
169,0.001226
170,0.003134
171,0.001524
172,0.002788
173,0.001417
174,0.003335
175,0.006832
176,0.000679
177,0.002883
178,0.000816
179,0.001074
180,0.002225
181,0.001137
182,0.001976
183,0.000848
184,0.002344
185,0.004407
186,0.000411
187,0.002048
188,0.000711
189,0.001019
190,0.001804
191,0.000574
192,0.001717
193,0.000762
194,0.001456
195,0.003318
196,0.000168
197,0.002070
198,0.000561
199,0.000629
