0,1.711362
1,0.504488
2,0.500785
3,0.384642
4,0.194448
5,0.281036
6,0.125899
7,0.292883
8,0.247484
9,0.154351
10,0.307710
11,0.073070
12,0.209797
13,0.118147
14,0.080964
15,0.181440
16,0.045315
17,0.154258
18,0.085898
19,0.094958
20,0.134979
21,0.032322
22,0.105266
23,0.075058
24,0.051301
25,0.083287
26,0.029555
27,0.093782
28,0.065954
29,0.045501
30,0.048332
31,0.023485
32,0.043291
33,0.039283
34,0.016650
35,0.042064
36,0.021291
37,0.056586
38,0.031101
39,0.020042
40,0.037182
41,0.032892
42,0.021712
43,0.023971
44,0.022966
45,0.019740
46,0.012527
47,0.028673
48,0.041829
49,0.013032
50,0.011926
51,0.004375
52,0.025212
53,0.019201
54,0.005703
55,0.010794
56,0.012385
57,0.017771
58,0.010822
59,0.003586
60,0.007335
61,0.003508
62,0.005219
63,0.011149
64,0.010676
65,0.003391
66,0.006219
67,0.004304
68,0.006757
69,0.005192
70,0.003772
71,0.002108
72,0.004015
73,0.013410
74,0.001473
75,0.003370
76,0.001056
77,0.001607
78,0.002665
79,0.001230
80,0.002415
81,0.000445
82,0.001457
83,0.001654
84,0.000554
85,0.001431
86,0.000366
87,0.001030
88,0.001371
89,0.000446
90,0.001174
91,0.000267
92,0.000787
93,0.000998
94,0.000379
95,0.000935
96,0.000244
97,0.000697
98,0.000849
99,0.000324
100,0.000739
101,0.000216
102,0.000614
103,0.000747
104,0.000286
